Title,Link,authors,year,abstract_text,source_url,title
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,"Carole L Gibson, Jonathan W Isley, Tanya G Falbel, Cassie T Mattox, Daniel R Lewis, Kasee E Metcalf, Gloria K Muday",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,"A Conditional Mutation in SCD1 Reveals Linkage Between PIN Protein Trafficking, Auxin Transport, Gravitropism, and Lateral Root Initiation"
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,"David A Jamison, Jr, S Anand Narayanan, Nídia S Trovão, Joseph W Guarnieri, Michael J Topper, Pedro M Moraes-Vieira, Viktorija Zaksas, Keshav K Singh, Eve Syrkin Wurtele, Afshin Beheshti",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection"
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,"Srujana Neelam, Brian Richardson, Richard Barker, Ceasar Udave, Simon Gilroy, Mark J Cameron, Howard G Levine, Ye Zhang",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,Changes in Nuclear Shape and Gene Expression in Response to Simulated Microgravity Are LINC Complex-Dependent
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,"Wayne L Nicholson, Kirill Krivushin, David Gilichinsky, Andrew C Schuerger",2012,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars"
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,"Michael T Leonard, Nedka Panayotova, William G Farmerie, Eric W Triplett, Wayne L Nicholson",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T)
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,"Samantha M Waters, José A Robles-Martínez, Wayne L Nicholson",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,"Exposure of Bacillus subtilis to Low Pressure (5 Kilopascals) Induces Several Global Regulons, Including Those Involved in the SigB-Mediated General Stress Response"
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,"Ralf Moeller, Marina Raguse, Günther Reitz, Ryuichi Okayasu, Zuofeng Li, Stuart Klein, Peter Setlow, Wayne L Nicholson",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification"
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,"Patricia Fajardo-Cavazos, Wayne L Nicholson",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,Cultivation of Staphylococcus epidermidis in the Human Spaceflight Environment Leads to Alterations in the Frequency and Spectrum of Spontaneous Rifampicin-Resistance Mutations in the rpoB Gene
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,"Enrique Hurtado-Bautista, Africa Islas-Robles, Gabriel Moreno-Hagelsieb, Gabriela Olmedo-Alvarez",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,Thermal Plasticity and Evolutionary Constraints in Bacillus: Implications for Climate Change Adaptation
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,"Michael D Morrison, Patricia Fajardo-Cavazos, Wayne L Nicholson",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,Cultivation in Space Flight Produces Minimal Alterations in the Susceptibility of Bacillus subtilis Cells to 72 Different Antibiotics and Growth-Inhibiting Compounds
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,"Patricia Fajardo-Cavazos, Joshua D Leehan, Wayne L Nicholson",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,"Patricia Fajardo-Cavazos, Wayne L Nicholson",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,"Joss D Leehan, Wayne L Nicholson",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,Environmental Dependence of Competitive Fitness in Rifampin-Resistant rpoB Mutants of Bacillus subtilis
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,"Andrea L Radtke, James W Wilson, Shameema Sarker, Cheryl A Nickerson",2010,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,Analysis of Interactions of Salmonella Type Three Secretion Mutants with 3-D Intestinal Epithelial Cells
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,"Robert Jackson, Jason Maarsingh, Melissa M Herbst-Kralovetz, Koenraad Van Doorslaer",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,3D Oral and Cervical Tissue Models to Study Papillomavirus Host-Pathogen Interactions
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,"Sarah L Castro, Mayra Nelman-Gonzalez, Cheryl A Nickerson, C Mark Ott",2011,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,Induction of Attachment-Independent Biofilm Formation and Repression of hfq Expression by Low-Fluid-Shear Culture of Staphylococcus aureus
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,"Matthew E Jennings, Laura N Quick, Anjali Soni, Richard R Davis, Kathleen Crosby, C Mark Ott, Cheryl A Nickerson, James W Wilson",2011,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,"Characterization of the Salmonella enterica Serovar Typhimurium ydcI Gene, Which Encodes a Conserved DNA Binding Protein Required for Full Acid Stress Resistance"
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,"Cheryl A Nickerson, C Mark Ott, Sarah L Castro, Veronica M Garcia, Thomas C Molina, Jeffrey T Briggler, Amber L Pitt, Joseph J Tavano, J Kelly Byram, Jennifer Barrila, Max A Nickerson",2011,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,Evaluation of Microorganisms Cultured from Injured and Repressed Tissue Regeneration Sites in Endangered Giant Aquatic Ozark Hellbender Salamanders
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,"Aurélie Crabbé, Michael J Schurr, Pieter Monsieurs, Lisa Morici, Jill Schurr, James W Wilson, C Mark Ott, George Tsaprailis, Duane L Pierson, Heidi Stefanyshyn-Piper, Cheryl A Nickerson",2010,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,Transcriptional and Proteomic Responses of Pseudomonas aeruginosa PAO1 to Spaceflight Conditions Involve Hfq Regulation and Reveal a Role for Oxygen
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,"Melha Mellata, Jacob T Maddux, Timothy Nam, Nicholas Thomson, Heidi Hauser, Mark P Stevens, Suman Mukhopadhyay, Shameema Sarker, Aurélie Crabbé, Cheryl A Nickerson, Javier Santander, Roy Curtiss, III",2012,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,New Insights into the Bacterial Fitness-Associated Mechanisms Revealed by the Characterization of Large Plasmids of an Avian Pathogenic E. coli
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,"Melissa M Herbst-Kralovetz, Andrea L Radtke, Margarita K Lay, Brooke E Hjelm, Alice N Bolick, Shameema S Sarker, Robert L Atmar, David H Kingsley, Charles J Arntzen, Mary K Estes, Cheryl A Nickerson",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,Lack of Norovirus Replication and Histo-Blood Group Antigen Expression in 3-Dimensional Intestinal Epithelial Cells
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,"Anjali Soni, Laura O’Sullivan, Laura N Quick, C Mark Ott, Cheryl A Nickerson, James W Wilson",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,Conservation of the Low-shear Modeled Microgravity Response in Enterobacteriaceae and Analysis of the trp Genes in this Response
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,"Aurélie Crabbé, Maria A Ledesma, Cheryl A Nickerson",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,"Jodi D Stookey, Prasanna KR Allu, Dorothee Chabas, David Pearce, Florian Lang",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,Hypotheses about sub-optimal hydration in the weeks before coronavirus disease (COVID-19) as a risk factor for dying from COVID-19
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,"Aurélie Crabbé, Yulong Liu, Shameema F Sarker, Nicholas R Bonenfant, Jennifer Barrila, Zachary D Borg, James J Lee, Daniel J Weiss, Cheryl A Nickerson",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,Recellularization of Decellularized Lung Scaffolds Is Enhanced by Dynamic Suspension Culture
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,"Jennifer Barrila, Jiseon Yang, Aurélie Crabbé, Shameema F Sarker, Yulong Liu, C Mark Ott, Mayra A Nelman-Gonzalez, Simon J Clemett, Seth D Nydam, Rebecca J Forsyth, Richard R Davis, Brian E Crucian, Heather Quiriarte, Kenneth L Roland, Karen Brenneman, Clarence Sams, Christine Loscher, Cheryl A Nickerson",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,"Jennifer Barrila, Aurélie Crabbé, Jiseon Yang, Karla Franco, Seth D Nydam, Rebecca J Forsyth, Richard R Davis, Sandhya Gangaraju, C Mark Ott, Carolyn B Coyne, Mina J Bissell, Cheryl A Nickerson",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,Modeling Host-Pathogen Interactions in the Context of the Microenvironment: Three-Dimensional Cell Culture Comes of Age
Evaluating the effect of spaceflight on the host‚Äìpathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,"Jennifer Barrila, Shameema F Sarker, Nicole Hansmeier, Shanshan Yang, Kristina Buss, Natalia Briones, Jin Park, Richard R Davis, Rebecca J Forsyth, C Mark Ott, Kevin Sato, Cristine Kosnik, Anthony Yang, Cheryl Shimoda, Nicole Rayl, Diana Ly, Aaron Landenberger, Stephanie D Wilson, Naoko Yamazaki, Jason Steel, Camila Montano, Rolf U Halden, Tom Cannon, Sarah L Castro-Wallace, Cheryl A Nickerson",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium
Rapid phenotypic response of LSMMG-'primed' Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,"Andrew W Day, Jeyra Perez-Lozada, Alyssa DiLeo, Katrina Blandino, Jamie Maguire, Carol A Kumamoto",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,Candida albicans Colonization Modulates Murine Ethanol Consumption and Behavioral Responses Through Elevation of Serum Prostaglandin E2 and Impact on the Striatal Dopamine System
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,"Aurélie Crabbé, Sheila M Nielsen-Preiss, Christine M Woolley, Jennifer Barrila, Kent Buchanan, James McCracken, Diane O Inglis, Stephen C Searles, Mayra A Nelman-Gonzalez, C Mark Ott, James W Wilson, Duane L Pierson, Heidemarie M Stefanyshyn-Piper, Linda E Hyman, Cheryl A Nickerson",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,Spaceflight Enhances Cell Aggregation and Random Budding in Candida albicans
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,"Sheila Nielsen, Kenna White, Kyle Preiss, Dakota Peart, Kathryn Gianoulias, Rachel Juel, James Sutton, James McKinney, Jaclyn Bender, Gabrielle Pinc, Kela Bergren, Wendy Gans, Jessica Kelley, Millard McQuaid",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,"Growth and Antifungal Resistance of the Pathogenic Yeast, Candida Albicans, in the Microgravity Environment of the International Space Station: An Aggregate of Multiple Flight Experiences"
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,"Eliah G Overbey, Amanda M Saravia-Butler, Zhe Zhang, Komal S Rathi, Homer Fogle, Willian A da Silveira, Richard J Barker, Joseph J Bass, Afshin Beheshti, Daniel C Berrios, Elizabeth A Blaber, Egle Cekanaviciute, Helio A Costa, Laurence B Davin, Kathleen M Fisch, Samrawit G Gebre, Matthew Geniza, Rachel Gilbert, Simon Gilroy, Gary Hardiman, Raúl Herranz, Yared H Kidane, Colin PS Kruse, Michael D Lee, Ted Liefeld, Norman G Lewis, J Tyson McDonald, Robert Meller, Tejaswini Mishra, Imara Y Perera, Shayoni Ray, Sigrid S Reinsch, Sara Brin Rosenthal, Michael Strong, Nathaniel J Szewczyk, Candice GT Tahimic, Deanne M Taylor, Joshua P Vandenbrink, Alicia Villacampa, Silvio Weging, Chris Wolverton, Sarah E Wyatt, Luis Zea, Sylvain V Costes, Jonathan M Galazka",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,"Eliah G Overbey, Saswati Das, Henry Cope, Pedro Madrigal, Zaneta Andrusivova, Solène Frapard, Rebecca Klotz, Daniela Bezdan, Anjali Gupta, Ryan T Scott, Jiwoon Park, Dawn Chirko, Jonathan M Galazka, Sylvain V Costes, Christopher E Mason, Raul Herranz, Nathaniel J Szewczyk, Joseph Borg, Stefania Giacomello",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,"Kirill Grigorev, Theodore M Nelson, Eliah G Overbey, Nadia Houerbi, JangKeun Kim, Deena Najjar, Namita Damle, Evan E Afshin, Krista A Ryon, Jean Thierry-Mieg, Danielle Thierry-Mieg, Ari M Melnick, Jaime Mateus, Christopher E Mason",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,"Eliah G Overbey, Krista Ryon, JangKeun Kim, Braden T Tierney, Remi Klotz, Veronica Ortiz, Sean Mullane, Julian C Schmidt, Matthew MacKay, Namita Damle, Deena Najjar, Irina Matei, Laura Patras, J Sebastian Garcia Medina, Ashley S Kleinman, Jeremy Wain Hirschberg, Jacqueline Proszynski, S Anand Narayanan, Caleb M Schmidt, Evan E Afshin, Lucinda Innes, Mateo Mejia Saldarriaga, Michael A Schmidt, Richard D Granstein, Bader Shirah, Min Yu, David Lyden, Jaime Mateus, Christopher E Mason",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA)
